,Wine type (Class),Alcohol,Acidity
0,1,0.0008911124257930045,0.5644665033403551
1,1,1.5517198412974917,0.16691379277110702
2,1,0.3062579182072135,0.01416971618161092
3,1,0.333618298461226,0.8293486786411077
4,1,2.4796148709946024,-1.0393316873076344
5,1,0.30628615685015104,0.5425864539740243
6,1,2.4970282623809577,-1.1005556944380839
7,1,1.0473784203240626,-0.23875067762174043
8,1,2.350481399030584,0.4131022936374798
9,1,2.5607349879335195,-0.050192858839316734
10,1,1.7456166309142915,0.5171473659133742
11,1,1.6844718923402062,-0.05037533173781231
12,1,-0.2470893462745239,-0.08742414240278285
13,1,0.35439671565169717,-0.36206754028227284
14,1,0.08415268685557975,-1.206913541605448
15,1,1.7901495311212237,-1.220792510971907
16,1,0.17069448956254252,-0.278284697204445
17,1,1.213134907020914,0.06707257560082391
18,1,2.443233984487496,0.6380803865788537
19,1,0.1409223885146731,0.6371668185398041
20,1,1.9878483822861575,-0.0413849585451492
21,1,0.4552434556715219,-1.223717386845774
22,1,0.6752021746243227,0.02136115606899111
23,1,0.9183882644773295,0.39406084373355543
24,1,0.053035415528612156,0.38417466684856566
25,1,0.6913862948005624,-0.04198432149307141
26,1,0.5849194925077735,1.4988594820628804
27,1,1.6537308497418408,0.6521737164420031
28,1,0.5355975100662786,0.1043035964678054
29,1,2.7741470137884727,-0.01624740240390221
30,1,1.6593833100875015,-0.4640164992247635
31,1,0.32111718799757394,0.37898053507842133
32,1,0.4867733870937096,0.047845631539173
33,1,1.2806517375265376,0.20260351066008125
34,1,0.8303668995548646,-0.07919058008225444
35,1,0.919016173479075,-0.6407121857334652
36,1,1.6018506891437725,-0.6594952344707571
37,1,0.158617628226648,0.5627553011857551
38,1,-0.012039677056235765,-0.05234753843846071
39,1,1.01685776111961,0.1561198025249259
40,1,1.5892927468500002,-0.02945649412584661
41,1,-0.8720814248934007,-0.05505898989752757
42,1,0.8746960460647366,-0.7577594106292875
43,1,1.8914697840302208,-0.7447424325962625
44,1,2.3979813477097327,0.02299041173469113
45,1,1.2233701447758656,0.1385730871774934
46,1,-0.08741216107247107,-0.5463000215072484
47,1,0.3419835174446004,0.2150254704316079
48,1,0.1858471762075936,-0.3068436770318948
49,1,0.18113714757846353,-0.2624851177220004
50,1,0.2856912182050722,0.6952213982840166
51,1,1.1565075008582215,-0.003677651204795296
52,1,0.7019471721058379,-0.3844238820310368
53,1,0.7647384367568894,-0.0066109774400398
54,1,1.100791999016867,-1.107034554226939
55,1,2.146992651917777,0.857706003748757
56,1,0.008752037660863854,0.3679274792889837
57,1,-0.2666051793893154,-0.32055295617887425
58,1,-0.5273781790538441,0.3642904938151502
59,1,2.211784790358786,-0.4802410927919994
60,1,1.9417271505647147,-0.7459957579328116
61,1,0.29047845352468443,0.7750450035676844
62,1,1.8757527322659278,-0.1335567582829092
63,1,-0.36202703781215273,-0.543698843763389
64,1,0.9866876867136887,-0.6501099723577372
65,1,-0.0012474319441717046,1.2057078179920895
66,1,2.0209280619394785,-1.3821388836461772
67,1,0.5217414055556682,-1.0584162974962545
68,1,0.7952817255625361,0.5615616646667881
