,Wine type (Class),Alcohol,Acidity
0,1,1.0847386558669982,-1.5495646312381808
1,1,0.7596493668292901,-0.8203952925751757
2,1,-0.05924246681079125,0.7388927140251651
3,1,1.927306155222306,-0.9729596812331991
4,1,2.211784790358786,-0.4802410927919994
5,1,1.2806517375265376,0.20260351066008125
6,1,0.5680573865392151,1.2041436530804073
7,1,1.4393187796336946,-0.19874967746826294
8,1,0.5524018288621821,-0.5763566419792068
9,1,2.5579945075782398,-0.08301067574314841
10,1,-0.13258898212060705,0.0987616136535942
11,1,1.914463648640163,0.0793695970329912
12,1,2.082398981911478,-0.298030157993078
13,1,1.4262151993955088,-0.7558761597856798
14,1,1.3144706078606765,-0.9610386524756647
15,1,1.2688913817492367,-0.29202440420945963
16,1,1.4723342950482725,-0.4041162713823838
17,1,0.717659189345976,-1.0607980414672005
18,1,1.39967766828792,-0.23249491086671686
19,1,1.5450632534657,-0.11925077981676113
20,1,2.725868756846842,-0.1659370091448127
21,1,0.7820102198672982,-1.199515217285018
22,1,1.031877784900716,-0.5696266458657473
23,1,1.0473784203240626,-0.23875067762174043
24,1,-0.17944982730661174,0.4436309088675796
25,1,-1.2121443844274866,-0.7531053610343438
26,1,0.4940770795635168,-1.2355987279020866
27,1,0.8415223479869405,-0.8954401349478518
28,1,-0.15958834455042759,1.0561157395657608
29,1,0.6696885283737949,0.3684307824036313
30,1,2.490708363454971,0.46932027251167385
31,1,0.26698848093615624,0.04698653262534447
32,1,1.5636422484328267,-0.6182746591030481
33,1,0.2785205750851712,-1.2117928432332774
34,1,1.6593833100875015,-0.4640164992247635
35,1,1.0196233605462013,-0.9811649670849818
36,1,-0.20655176583766888,0.16109250172485468
37,1,-0.9768877473312723,1.0640924548105766
38,1,-0.8720814248934007,-0.05505898989752757
39,1,0.768533551599895,-0.13517804227804592
40,1,1.8323261808367661,-0.8938530186682306
41,1,0.769634233180985,-0.24610859683838837
42,1,1.502671180702209,-0.6131669656190938
43,1,2.058140889234943,-0.1983623831303849
44,1,1.739682058873924,-0.7983405650176884
45,1,2.350481399030584,0.4131022936374798
46,1,1.2166636969297795,-0.16582012182539355
47,1,1.8998511343217628,-0.13727954705085688
48,1,0.09593681216147507,-0.30434669508650253
49,1,1.5972584015616407,-0.7660418755537302
50,0,0.8497453007644323,0.687987163495632
51,0,0.589259674181043,1.1861894150076597
52,0,0.2885049675168875,0.4415127307771787
53,0,1.2017567399686735,1.3101015556665239
54,0,0.8339761196729256,0.9120501423232743
55,0,-2.312044555570496,0.18721432073691624
56,0,0.6844671849766044,1.109664458759354
57,0,-0.6550461508819367,0.650758399471193
58,0,-1.356821009540594,0.5774412160016482
59,0,-0.7263976089323841,0.3279582785837553
60,0,-0.7605252901473918,1.2688878268551909
61,0,-0.023249322016786644,0.9730024707658048
62,0,0.10683612302892932,0.1892341688970547
63,0,-1.4439298319421128,0.36342957448607743
64,0,1.354332622493632,-0.22384710712428577
65,0,0.9326148543211792,0.4100151181176178
66,0,0.8309014585062016,0.48441598699725574
67,0,-1.492587537276493,0.6027985982453568
68,0,-0.34050614672545143,0.6032851764268389
69,0,-1.2816072163901246,1.2655676811641212
70,0,-0.4569821466697663,0.48352129495596163
71,0,-0.3192930587383131,1.2485851010519409
