X,Y
52.1801382557088,200.1083218080732
65.2314209648352,215.0616466243171
36.517554079823775,171.2068685102601
11.029447688986782,112.2325172761036
34.85891155313254,130.38944119608982
16.404913519176766,116.38383269330131
7.12477963754835,96.40265815867767
45.74155505700171,183.90589352204248
54.652365564226315,181.35344989696858
83.70905873522241,216.6574126268702
74.37052895403863,212.47735236812005
55.25376457665169,211.92868602869896
11.906822370395476,112.65221453987378
53.48252522420663,183.94829649709283
53.02005792138894,211.06205681503783
3.4027853543016406,101.2576525932673
29.808031023720403,146.96635565136995
89.23818876213684,186.7457850465858
72.41696932061976,215.14140613040695
16.74919606439157,124.75283478421494
14.571398666256584,107.31214228703168
88.91673161800216,187.5883790982717
55.55293105369059,187.84689973283795
3.9175783232934136,112.34325089300363
78.43803481056611,225.3506560527626
96.62708784561477,184.47694665549014
67.21327146769526,209.58599457618783
18.05694234357469,116.93337050105802
15.36927901161177,118.8032473697935
66.35436650855029,218.94270269433542
59.02388478900264,203.13733048336627
97.07251541105059,164.91592650148385
43.2024702302754,173.1633449649024
79.19629105260756,190.13690962592705
26.851930636167353,128.32425711420035
51.70106236003211,203.7404440924745
77.47592026698238,216.9887518842695
88.49470007508903,193.82507454583663
1.7324391065387523,104.06286839933574
59.427385790910535,194.61593530835668
92.76374406298696,193.50249973076092
31.12309532914984,150.77623817469419
20.01661362906424,131.3914683080997
69.65416019456761,215.06230729575992
67.4517611701416,211.31851669114602
0.8621245944593792,108.54549350644714
75.73583032837308,208.47843145651044
9.515119474471224,131.10430588269531
99.72858860172339,149.0975542295834
25.533117628474542,122.94373722134729
